Is_Response,Has_WebLink,Email_Length,Hyphen_Count,Pound_Count,At_Count,Exclamation_Count,Question_Count,Period_Count,Exclamation_Percentage,Question_Percentage,Period_Percentage,Hyphen_Percentage,Pound_Percentage,At_Percentage,Capitalization_Percent,Safe_Email
False,True,2645,41,0,1,0,0,60,0.0,0.0,2.268431001890359,1.550094517958412,0.0,0.03780718336483932,0.0,1
True,False,180,4,0,1,0,0,7,0.0,0.0,3.888888888888889,2.2222222222222223,0.0,0.5555555555555556,0.0,0
False,False,1380,3,0,0,0,0,12,0.0,0.0,0.8695652173913043,0.21739130434782608,0.0,0.0,0.0,1
False,True,2358,126,0,1,2,1,33,0.08481764206955046,0.04240882103477523,1.3994910941475827,5.343511450381679,0.0,0.04240882103477523,4.681100058513751,1
True,False,2373,10,0,0,0,0,20,0.0,0.0,0.8428150021070375,0.42140750105351876,0.0,0.0,0.0,1
False,False,265,0,0,0,0,0,3,0.0,0.0,1.1320754716981132,0.0,0.0,0.0,0.0,1
False,False,956,0,0,0,0,0,5,0.0,0.0,0.5230125523012552,0.0,0.0,0.0,0.0,1
True,False,2757,11,0,0,1,0,16,0.03627130939426913,0.0,0.5803409503083061,0.39898440333696045,0.0,0.0,0.0,1
False,False,855,4,0,0,7,4,2,0.8187134502923976,0.4678362573099415,0.23391812865497075,0.4678362573099415,0.0,0.0,6.461538461538462,0
False,False,1462,7,0,0,0,0,9,0.0,0.0,0.615595075239398,0.478796169630643,0.0,0.0,0.0,1
False,False,833,11,0,0,0,11,1,0.0,1.3205282112845138,0.12004801920768307,1.3205282112845138,0.0,0.0,0.0,1
False,True,1477,3,0,0,5,0,38,0.33852403520649965,0.0,2.572782667569397,0.2031144211238998,0.0,0.0,8.481262327416173,0
False,False,2866,0,0,0,0,5,14,0.0,0.17445917655268667,0.4884856943475227,0.0,0.0,0.0,0.0,0
False,False,6985,7,0,2,2,0,45,0.02863278453829635,0.0,0.6442376521116678,0.10021474588403723,0.0,0.02863278453829635,0.0,0
False,False,84,0,0,0,0,6,0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0
False,False,1975,8,0,1,0,0,21,0.0,0.0,1.0632911392405062,0.4050632911392405,0.0,0.05063291139240506,0.0,1
False,True,832,2,0,2,1,0,11,0.1201923076923077,0.0,1.3221153846153846,0.2403846153846154,0.0,0.2403846153846154,3.43213728549142,1
False,False,295,1,0,2,0,0,4,0.0,0.0,1.3559322033898304,0.3389830508474576,0.0,0.6779661016949152,0.0,1
False,False,403,1,2,0,1,0,5,0.24813895781637718,0.0,1.2406947890818858,0.24813895781637718,0.49627791563275436,0.0,0.0,1
False,True,277,5,0,0,0,0,5,0.0,0.0,1.8050541516245486,1.8050541516245486,0.0,0.0,4.285714285714286,1
False,True,262,2,0,2,0,3,5,0.0,1.1450381679389312,1.9083969465648856,0.7633587786259542,0.0,0.7633587786259542,6.796116504854369,1
False,False,978,6,3,0,4,0,10,0.40899795501022496,0.0,1.0224948875255624,0.6134969325153374,0.3067484662576687,0.0,0.0,1
True,True,373,0,0,0,0,0,8,0.0,0.0,2.1447721179624666,0.0,0.0,0.0,0.0,0
False,False,186,4,0,0,0,0,1,0.0,0.0,0.5376344086021505,2.150537634408602,0.0,0.0,5.797101449275362,1
False,False,7402,66,0,2,0,0,55,0.0,0.0,0.7430424209673061,0.8916509051607674,0.0,0.027019724398811132,0.0,1
False,False,67,16,0,0,0,0,0,0.0,0.0,0.0,23.880597014925375,0.0,0.0,0.0,0
False,False,1469,4,0,0,0,1,16,0.0,0.06807351940095303,1.0891763104152485,0.27229407760381213,0.0,0.0,0.0,0
False,False,126,0,0,0,0,0,3,0.0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,1
True,False,360,1,0,0,0,1,9,0.0,0.2777777777777778,2.5,0.2777777777777778,0.0,0.0,0.0,0
False,False,3151,11,1,1,12,0,33,0.3808314820691844,0.0,1.047286575690257,0.3490955252300857,0.031735956839098696,0.031735956839098696,13.019390581717452,0
False,False,1788,3,0,3,0,0,18,0.0,0.0,1.0067114093959733,0.16778523489932887,0.0,0.16778523489932887,0.0,1
False,False,2603,2,0,0,7,1,24,0.26892047637341526,0.0384172109104879,0.9220130618517096,0.0768344218209758,0.0,0.0,0.0,0
False,False,148,4,0,0,0,0,0,0.0,0.0,0.0,2.7027027027027026,0.0,0.0,0.0,0
False,True,926,0,0,0,0,1,19,0.0,0.1079913606911447,2.0518358531317493,0.0,0.0,0.0,5.652759084791386,1
False,False,1317,0,0,0,0,0,12,0.0,0.0,0.9111617312072893,0.0,0.0,0.0,0.0,0
False,False,1714,4,0,0,0,6,22,0.0,0.3500583430571762,1.2835472578763127,0.23337222870478413,0.0,0.0,0.0,0
False,False,773,11,0,1,2,0,5,0.258732212160414,0.0,0.6468305304010349,1.423027166882277,0.0,0.129366106080207,0.0,0
False,False,1608,1,0,1,0,0,7,0.0,0.0,0.43532338308457713,0.06218905472636816,0.0,0.06218905472636816,0.0,0
False,True,250,0,0,0,0,3,3,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0
True,False,2898,104,0,18,2,3,16,0.06901311249137336,0.10351966873706005,0.5521048999309869,3.588681849551415,0.0,0.6211180124223602,0.0,1
False,False,1198,3,1,2,16,0,108,1.335559265442404,0.0,9.015025041736227,0.25041736227045075,0.08347245409015025,0.1669449081803005,0.0,0
False,True,2067,22,0,7,0,3,26,0.0,0.14513788098693758,1.2578616352201257,1.0643444605708756,0.0,0.3386550556361877,4.428288169200265,1
False,False,733,4,0,1,3,0,5,0.4092769440654843,0.0,0.6821282401091405,0.5457025920873124,0.0,0.1364256480218281,0.0,0
False,False,744,53,0,0,0,0,20,0.0,0.0,2.6881720430107525,7.123655913978495,0.0,0.0,0.0,1
False,True,900,1,0,0,0,1,8,0.0,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.0,0.0,4.178674351585014,1
False,False,560,2,0,0,1,0,6,0.17857142857142858,0.0,1.0714285714285714,0.35714285714285715,0.0,0.0,5.048076923076923,1
False,True,149,3,0,0,0,0,3,0.0,0.0,2.0134228187919465,2.0134228187919465,0.0,0.0,7.758620689655173,1
False,False,890,1,0,0,0,1,9,0.0,0.11235955056179775,1.0112359550561798,0.11235955056179775,0.0,0.0,0.0,0
False,False,1669,6,0,0,7,6,5,0.4194128220491312,0.35949670461354105,0.2995805871779509,0.35949670461354105,0.0,0.0,15.04286827747467,0
True,False,905,51,0,4,0,0,9,0.0,0.0,0.994475138121547,5.6353591160221,0.0,0.4419889502762431,0.0,1
False,False,84,1,0,0,0,0,2,0.0,0.0,2.380952380952381,1.1904761904761905,0.0,0.0,0.0,1
False,False,353,6,0,0,0,0,9,0.0,0.0,2.54957507082153,1.6997167138810199,0.0,0.0,0.0,0
False,False,1207,0,0,0,0,0,11,0.0,0.0,0.9113504556752279,0.0,0.0,0.0,0.0,1
True,False,1332,10,0,1,0,0,18,0.0,0.0,1.3513513513513513,0.7507507507507507,0.0,0.07507507507507508,0.0,1
False,False,5034,37,0,1,0,2,31,0.0,0.03972983710766786,0.6158124751688518,0.7350019864918553,0.0,0.01986491855383393,0.0,1
False,True,3262,48,0,2,2,11,54,0.061312078479460456,0.3372164316370325,1.6554261189454322,1.471489883507051,0.0,0.061312078479460456,4.0686078978859195,1
False,False,269,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
False,True,648,9,0,0,0,2,5,0.0,0.30864197530864196,0.7716049382716049,1.3888888888888888,0.0,0.0,3.7344398340248963,1
False,True,756,0,0,0,5,1,15,0.6613756613756614,0.13227513227513227,1.9841269841269842,0.0,0.0,0.0,32.54637436762226,0
False,False,574,0,0,0,3,0,3,0.5226480836236934,0.0,0.5226480836236934,0.0,0.0,0.0,0.0,0
False,True,7496,13,0,0,0,0,92,0.0,0.0,1.2273212379935965,0.1734258271077908,0.0,0.0,4.608770421324162,1
False,False,960,2,0,2,5,1,9,0.5208333333333334,0.10416666666666667,0.9375,0.20833333333333334,0.0,0.20833333333333334,0.0,0
False,True,1045,44,0,0,2,0,20,0.19138755980861244,0.0,1.9138755980861244,4.2105263157894735,0.0,0.0,9.45945945945946,0
False,False,336,0,0,1,6,1,0,1.7857142857142858,0.2976190476190476,0.0,0.0,0.0,0.2976190476190476,0.0,0
False,False,118,0,0,0,0,0,1,0.0,0.0,0.847457627118644,0.0,0.0,0.0,0.0,0
False,True,762,0,0,0,5,1,15,0.6561679790026247,0.13123359580052493,1.968503937007874,0.0,0.0,0.0,32.32830820770519,0
False,False,1382,56,0,8,0,0,13,0.0,0.0,0.9406657018813314,4.052098408104197,0.0,0.5788712011577424,0.0,1
False,False,298,0,48,0,11,0,1,3.6912751677852347,0.0,0.33557046979865773,0.0,16.107382550335572,0.0,51.61290322580645,0
False,False,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
False,False,428,6,0,1,0,0,3,0.0,0.0,0.7009345794392523,1.4018691588785046,0.0,0.2336448598130841,0.0,0
False,True,2561,21,0,3,0,1,23,0.0,0.03904724716907458,0.8980866848887153,0.8199921905505662,0.0,0.11714174150722374,0.0,1
False,True,177,1,0,0,0,0,2,0.0,0.0,1.1299435028248588,0.5649717514124294,0.0,0.0,4.25531914893617,1
False,False,2112,7,0,0,0,1,41,0.0,0.04734848484848485,1.941287878787879,0.3314393939393939,0.0,0.0,0.0,0
True,False,2807,52,0,2,2,7,20,0.07125044531528323,0.24937655860349128,0.7125044531528322,1.8525115781973638,0.0,0.07125044531528323,0.0,1
False,True,1184,11,1,0,0,2,16,0.0,0.16891891891891891,1.3513513513513513,0.9290540540540541,0.08445945945945946,0.0,3.416856492027335,1
False,False,95,0,0,0,0,0,2,0.0,0.0,2.1052631578947367,0.0,0.0,0.0,0.0,1
False,False,5281,34,0,1,0,3,48,0.0,0.05680742283658398,0.9089187653853437,0.6438174588146185,0.0,0.01893580761219466,7.675276752767528,1
False,True,2084,24,0,2,0,0,18,0.0,0.0,0.8637236084452975,1.1516314779270633,0.0,0.09596928982725528,0.0,1
False,True,662,0,0,1,0,0,11,0.0,0.0,1.661631419939577,0.0,0.0,0.1510574018126888,0.0,1
False,False,1127,99,0,4,0,1,8,0.0,0.08873114463176575,0.709849157054126,8.784383318544808,0.0,0.354924578527063,0.0,1
False,False,2121,28,1,0,0,1,10,0.0,0.04714757190004715,0.47147571900047147,1.3201320132013201,0.04714757190004715,0.0,0.0,1
False,True,856,0,0,1,0,2,11,0.0,0.2336448598130841,1.2850467289719627,0.0,0.0,0.11682242990654206,3.74251497005988,1
False,True,335,2,0,0,0,3,4,0.0,0.8955223880597015,1.1940298507462686,0.5970149253731343,0.0,0.0,2.7777777777777777,1
False,True,6111,86,2,1,3,0,53,0.049091801669121256,0.0,0.8672884961544756,1.4072983145148095,0.03272786777941417,0.016363933889707086,8.300960948681253,0
False,False,1516,5,0,1,0,0,8,0.0,0.0,0.5277044854881267,0.32981530343007914,0.0,0.06596306068601583,0.0,1
True,False,3812,31,0,2,0,0,27,0.0,0.0,0.7082896117523609,0.8132214060860441,0.0,0.05246589716684155,0.0,1
False,False,631,0,0,0,1,0,6,0.15847860538827258,0.0,0.9508716323296355,0.0,0.0,0.0,0.0,0
False,True,3780,91,0,2,0,0,27,0.0,0.0,0.7142857142857143,2.4074074074074074,0.0,0.05291005291005291,0.0,1
False,False,2511,0,0,1,0,0,18,0.0,0.0,0.7168458781362007,0.0,0.0,0.039824771007566706,8.732116428219044,0
False,False,503,0,0,0,0,0,6,0.0,0.0,1.1928429423459244,0.0,0.0,0.0,0.0,1
True,False,448,15,0,0,1,0,3,0.22321428571428573,0.0,0.6696428571428571,3.3482142857142856,0.0,0.0,0.0,0
False,False,597,2,0,0,0,0,16,0.0,0.0,2.680067001675042,0.33500837520938026,0.0,0.0,0.0,1
False,False,84,1,0,0,0,0,2,0.0,0.0,2.380952380952381,1.1904761904761905,0.0,0.0,0.0,1
True,True,3003,229,0,2,0,0,26,0.0,0.0,0.8658008658008658,7.6257076257076255,0.0,0.06660006660006661,0.0,1
False,False,329,1,0,1,0,1,5,0.0,0.303951367781155,1.5197568389057752,0.303951367781155,0.0,0.303951367781155,0.0,1
False,False,666,2,0,0,3,0,8,0.45045045045045046,0.0,1.2012012012012012,0.3003003003003003,0.0,0.0,0.0,1
False,True,2825,6,0,3,0,0,32,0.0,0.0,1.1327433628318584,0.21238938053097345,0.0,0.10619469026548672,0.0,1
False,False,1702,7,0,2,4,1,11,0.23501762632197415,0.05875440658049354,0.6462984723854289,0.4112808460634548,0.0,0.11750881316098707,9.732620320855615,0
False,True,3445,119,0,1,2,0,55,0.05805515239477504,0.0,1.5965166908563135,3.4542815674891147,0.0,0.02902757619738752,4.424446944131984,1
False,True,213,0,1,0,0,0,6,0.0,0.0,2.816901408450704,0.0,0.4694835680751174,0.0,9.25925925925926,1
False,False,1787,30,0,8,1,1,22,0.05595970900951315,0.05595970900951315,1.2311135982092893,1.6787912702853944,0.0,0.4476776720761052,0.0,1
False,False,364,0,0,0,0,0,2,0.0,0.0,0.5494505494505495,0.0,0.0,0.0,0.0,0
False,False,1530,19,1,0,11,0,7,0.7189542483660131,0.0,0.45751633986928103,1.2418300653594772,0.06535947712418301,0.0,12.37006237006237,0
False,False,383,2,0,0,0,0,4,0.0,0.0,1.0443864229765014,0.5221932114882507,0.0,0.0,0.0,1
False,False,1936,103,0,4,0,2,19,0.0,0.10330578512396695,0.981404958677686,5.320247933884297,0.0,0.2066115702479339,0.0,1
False,False,1742,1,0,0,0,0,17,0.0,0.0,0.9758897818599311,0.0574052812858783,0.0,0.0,0.0,0
False,True,1285,6,0,3,0,1,21,0.0,0.07782101167315175,1.6342412451361867,0.4669260700389105,0.0,0.23346303501945526,3.8844621513944224,1
True,False,974,2,0,6,0,0,6,0.0,0.0,0.6160164271047228,0.2053388090349076,0.0,0.6160164271047228,0.0,1
False,False,1485,10,0,0,6,1,19,0.40404040404040403,0.06734006734006734,1.2794612794612794,0.6734006734006734,0.0,0.0,10.076206604572397,0
False,True,2599,5,3,3,0,0,23,0.0,0.0,0.8849557522123894,0.19238168526356292,0.11542901115813775,0.11542901115813775,8.614945264159923,0
False,True,554,0,0,1,0,0,9,0.0,0.0,1.6245487364620939,0.0,0.0,0.18050541516245489,3.5264483627204033,1
False,False,1719,8,0,1,0,0,12,0.0,0.0,0.6980802792321117,0.4653868528214078,0.0,0.058173356602675974,0.0,1
True,False,918,13,1,1,0,2,12,0.0,0.2178649237472767,1.3071895424836601,1.4161220043572984,0.10893246187363835,0.10893246187363835,0.0,1
False,False,751,2,0,2,0,0,15,0.0,0.0,1.9973368841544608,0.2663115845539281,0.0,0.2663115845539281,0.0,1
False,True,344,1,0,0,0,0,6,0.0,0.0,1.744186046511628,0.29069767441860467,0.0,0.0,5.223880597014925,1
True,False,4525,63,2,19,0,0,72,0.0,0.0,1.591160220994475,1.3922651933701657,0.04419889502762431,0.4198895027624309,0.0,1
False,False,2162,6,0,1,0,0,10,0.0,0.0,0.46253469010175763,0.27752081406105455,0.0,0.04625346901017576,0.0,1
False,False,990,3,0,0,2,0,16,0.20202020202020202,0.0,1.6161616161616161,0.30303030303030304,0.0,0.0,0.0,1
False,False,3123,10,0,0,0,0,30,0.0,0.0,0.9606147934678194,0.3202049311559398,0.0,0.0,0.0,1
False,True,1687,146,0,2,0,1,21,0.0,0.05927682276229994,1.2448132780082988,8.65441612329579,0.0,0.11855364552459988,6.25,1
False,True,2504,66,0,1,2,0,25,0.07987220447284345,0.0,0.9984025559105432,2.635782747603834,0.0,0.039936102236421724,84.93788819875776,0
False,True,6508,316,0,0,7,2,55,0.107559926244622,0.03073140749846343,0.8451137062077443,4.855562384757222,0.0,0.0,0.0,0
False,True,2284,74,0,2,0,0,16,0.0,0.0,0.7005253940455342,3.2399299474605954,0.0,0.08756567425569177,0.0,1
False,True,1404,17,0,0,1,0,21,0.07122507122507123,0.0,1.4957264957264957,1.210826210826211,0.0,0.0,4.18848167539267,1
True,False,1832,10,0,3,0,1,31,0.0,0.05458515283842795,1.6921397379912664,0.5458515283842795,0.0,0.16375545851528384,0.0,1
False,False,532,5,0,0,1,3,6,0.18796992481203006,0.5639097744360902,1.1278195488721805,0.9398496240601504,0.0,0.0,0.0,0
False,False,277,2,0,0,0,0,3,0.0,0.0,1.0830324909747293,0.7220216606498195,0.0,0.0,0.0,1
False,False,710,3,0,0,0,1,8,0.0,0.14084507042253522,1.1267605633802817,0.4225352112676056,0.0,0.0,0.0,0
False,False,121,0,0,0,0,0,1,0.0,0.0,0.8264462809917356,0.0,0.0,0.0,0.0,1
False,False,1477,3,1,1,0,0,15,0.0,0.0,1.015572105619499,0.2031144211238998,0.06770480704129993,0.06770480704129993,0.0,1
True,True,4675,100,0,3,0,7,52,0.0,0.1497326203208556,1.1122994652406417,2.1390374331550803,0.0,0.06417112299465241,0.0,1
False,False,1762,3,0,10,0,0,14,0.0,0.0,0.7945516458569807,0.170261066969353,0.0,0.5675368898978433,0.0,1
False,False,877,2,0,0,0,2,7,0.0,0.22805017103762829,0.798175598631699,0.22805017103762829,0.0,0.0,3.177004538577912,1
False,False,768,3,0,0,8,4,14,1.0416666666666667,0.5208333333333334,1.8229166666666667,0.390625,0.0,0.0,0.0,0
False,False,913,103,0,0,0,0,7,0.0,0.0,0.7667031763417306,11.281489594742606,0.0,0.0,0.0,1
False,True,397,5,0,1,0,0,6,0.0,0.0,1.5113350125944585,1.2594458438287153,0.0,0.2518891687657431,4.444444444444445,1
False,True,229,4,0,0,0,0,9,0.0,0.0,3.930131004366812,1.7467248908296944,0.0,0.0,8.823529411764707,1
False,False,63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
True,False,1689,46,0,3,0,0,11,0.0,0.0,0.6512729425695678,2.723505032563647,0.0,0.17761989342806395,0.0,1
False,True,2753,2,0,0,0,0,27,0.0,0.0,0.9807482746095169,0.0726480203414457,0.0,0.0,4.696762425900593,1
False,False,2098,103,0,3,0,0,15,0.0,0.0,0.7149666348903718,4.909437559580553,0.0,0.14299332697807435,0.0,1
True,False,258,3,0,0,0,0,4,0.0,0.0,1.550387596899225,1.1627906976744187,0.0,0.0,0.0,1
False,False,310,0,0,0,0,0,5,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,1
False,False,283,2,0,0,0,0,3,0.0,0.0,1.0600706713780919,0.7067137809187279,0.0,0.0,0.0,1
False,True,3215,73,0,2,12,2,36,0.37325038880248834,0.06220839813374806,1.119751166407465,2.270606531881804,0.0,0.06220839813374806,7.487091222030981,0
False,True,614,3,0,1,0,0,11,0.0,0.0,1.791530944625407,0.48859934853420195,0.0,0.16286644951140064,0.0,0
